words,pos
cháy,verb
cháy túi,other
chạy,verb
chạy chọt,"verb,noun"
chạy chữa,"verb,noun"
chạy đua,other
chạy mất,other
chạy thoát,other
chắc,adjective
chắc mẩm,other
chắc nịch,adjective
chăm,"verb,adjective"
chăm chú,other
chăm nom,other
chăm sóc,other
chằm,other
chằm chằm,adverb
chặm,verb
chăn,noun
chăn gối,noun
chăn nuôi,noun
chẵn,adjective
chắn,"verb,adjective"
chắn bùn,noun
chắn xích,noun
chăng,other
chăng lưới,other
chăng màn,other
chằng,other
chằng chịt,adjective
chẳng,other
chẳng bõ,other
chẳng hạn,other
chẳng may,other
chẳng những,other
chẳng thà,other
chặng,noun
chắp,verb
chắp nhặt,verb
chặp,other
chắt,verb
chắt bóp,"verb,noun"
chặt,verb
chặt chẽ,adjective
châm,"verb,noun"
châm biếm,noun
châm ngôn,noun
chấm,"noun,verb"
chấm dứt,verb
chấm phá,other
chậm,adjective
chậm chạp,adjective
chậm tiến,adjective
chân,noun
chân dung,noun
chân lý,noun
chân tài,other
chân thành.,adjective
chân tình,noun
chân trời,noun
chân tướng,noun
chần,other
chần chừ,other
chẩn,verb
chẩn bịnh,other
chẩn mạch,noun
chẩn y viện,other
chấn áp,verb
chấn chỉnh,"verb,noun"
chấn động,noun
chấn hưng,other
chận,other
chận đứng,other
chấp,verb
chấp chính,other
chấp hành,other
chấp nhận,verb
chấp thuận,verb
chập choạng,adjective
chập chờn,adjective
chập chững,verb
chất,noun
chất chứa,other
chất độc,noun
chất khí,noun
chất kích thích,other
chất phác,noun
chất vấn,"noun,verb"
chật,adjective
chật vật,other
châu,noun
châu báu,noun
châu chấu,noun
châu thổ,noun
chầu,noun
chầu chực,other
chầu trời,other
chậu,noun
chầy,noun
chấy,noun
che,"noun,verb"
che chở,other
che đậy,"verb,noun"
che phủ,other
chè,noun
chè chén,other
chẻ,verb
chẻ hoe,other
ché,other
chém,verb
chém giết,other
chen,verb
chen chúc,other
chèn,verb
chèn ép,other
chẽn,other
chén,noun
chén cơm,other
cheo,noun
cheo cưới,other
cheo leo,other
chèo,noun
chèo chống,other
chéo,verb
chéo áo,other
chép,verb
chẹt,verb
chê,verb
chê bai,other
chê cười,other
chế,"verb,noun"
chế biến,verb
chế độ,other
chế giễu,other
chế ngự,verb
chế nhạo,"verb,noun"
chế tác,"verb,noun"
chế tạo,verb
chếch,adjective
chếch choáng,other
chêm,verb
chễm chệ,adjective
chênh,adjective
chênh lệch,noun
chênh vênh,adjective
chểnh mảng,noun
chệnh choạng,other
chết,verb
chết đuối,"verb,noun"
chết giấc,other
chết tươi,other
chi,other
chi bằng,other
chi đoàn,other
chi phí,other
chi phiếu,noun
chi phối,verb
chi tiết,noun
chì,noun
chỉ,other
chỉ đạo,"verb,noun"
chỉ định,"verb,noun"
chỉ huy,noun
chỉ rõ,other
chỉ tay,other
chỉ thị,noun
chỉ trích,other
chí,other
chí ác,other
chí chết,other
chí công,other
chí hiếu,other
chí hướng,other
chí khí,noun
chí lý,other
chí tuyến,other
chí yếu,other
chị,other
chị bộ,other
chia,"verb,noun"
chia lìa,other
chia ly,other
chìa,verb
chìa khóa,noun
chĩa,verb
chích,verb
chích ngừa,other
chiếc,adjective
chiếc bóng,noun
chiêm,"verb,noun"
chiêm bái,"verb,noun"
chiêm bao,other
chiêm ngưỡng,verb
chiếm,verb
chiếm đoạt,verb
chiếm giữ,verb
chiên,"verb,noun"
chiến,"noun,verb"
chiến bại,"noun,verb"
chiến bào,noun
chiến binh,noun
chiến dịch,noun
chiến đấu,verb
chiến hào,noun
chiến hữu,noun
chiến khu,noun
chiến lược,noun
chiến sĩ,noun
chiến thắng,noun
chiến thuật,noun
chiến tranh,noun
chiến trận,noun
chiến trường,noun
chiêng,noun
chiết,verb
chiết khấu,noun
chiết quang,noun
chiết trung,adjective
chiết tự,noun
chiêu,"noun,verb"
chiêu bài,noun
chiêu đãi,"verb,noun"
chiêu mộ,"verb,noun"
chiều,"noun,adjective"
chiều chuộng,"verb,noun"
chiều ý,other
chiếu,"noun,verb"
chiếu chỉ,other
chiếu cố,other
chiếu khán,other
chiếu lệ,other
chim,noun
chim chuột,other
chim muông,noun
chim xanh,other
chìm,verb
chín,"adjective,verb"
chín chắn,adjective
chín mối,noun
chín nhừ,adjective
chỉnh,verb
chỉnh lý,"verb,noun"
chĩnh,adjective
chíp,other
chít,other
chít khăn,other
chịt,verb
chịu,"verb,adjective"
chịu đầu hàng,other
chịu khó,other
chịu nhục,other
chịu tang,other
chịu thua,other
chịu tội,other
cho,"verb,other"
cho biết,other
cho mượn,other
cho phép,other
chõ,other
chó,noun
chó chết,other
chó sói,noun
chóa mắt,other
choạc,other
choán,other
choàng,other
choảng,verb
choáng,adjective
choáng óc,adjective
choáng váng,adjective
choắc,other
chọc,verb
chọc ghẹo,other
chọc giận,other
chóe,adjective
chòi,noun
chòi canh,other
chõi,other
chói,verb
chói mắt,other
chọi,verb
chòm,noun
chỏm,other
chọn,verb
chọn lọc,other
chong,other
chong chóng,noun
chòng chành,adjective
chòng chọc,adjective
chòng ghẹo,other
chõng,other
chóng,adjective
chóng vánh,other
chóp chóp,other
chót,other
chót vót,other
chỗ,noun
chốc,other
chốc nữa,other
chồi,noun
chồi rễ,noun
chổi,noun
chối,verb
chối từ,other
chồm,verb
chôn,verb
chồn,noun
chốn,noun
chông,other
chông gai,noun
chồng,noun
chồng ngồng,other
chổng,noun
chổng gọng,noun
chống,"verb,noun"
chống chế,other
chống chỏi,"verb,noun"
chống trả,other
chốp,other
chộp,verb
chốt,noun
chột dạ,other
chột mắt,other
chờ,verb
chờ chết,other
chờ xem,other
chở,verb
chở khách,other
chớ,other
chợ,noun
chợ trời,noun
chơi,verb
chơi ác,other
chơi bời,other
chơi chữ,other
chơi đĩ,other
chới với,other
chơm chởm,adjective
chớm,adjective
chớm nở,verb
chờn vờn,other
chớp,verb
chớp mắt,other
chớp nhoáng,adjective
chớt nhả,other
chợt,adverb
chợt nhớ,other
chu cấp,other
chu đáo,adjective
chu kỳ,noun
chu vi,other
chủ,noun
chủ bút,other
chủ đề,noun
chủ lực,other
chủ mưu,noun
chủ nghĩa,noun
chủ nhiệm,other
chủ quan,other
chủ quyền,noun
chủ tịch,other
chủ trì,"verb,noun"
chủ trương,other
chủ yếu,other
chú,other
chú giải,noun
chú ý,other
chua,adjective
chua cay,other
chua xót,adjective
chùa,noun
chúa,other
chuẩn,adjective
chuẩn bị,other
chuẩn đích,noun
chuẩn xác,adjective
chuẩn y,other
chúc,verb
chúc mừng,other
chúc thư,noun
chúc từ,other
chục,noun
chui,adjective
chùi,verb
chúi,adjective
chum,noun
chùm,noun
chùm hoa,noun
chụm,verb
chùn,adjective
chùn chụt,noun
chung,other
chung cuộc,other
chung kết,other
chung thủy,other
chung tình,other
chùng,other
chủng,noun
chủng đậu,noun
chủng loại,noun
chủng viện,noun
chúng,other
chúng nó,other
chúng sinh,other
chuốc,verb
chuộc,verb
chuộc tội,other
chuôi,noun
chuỗi,noun
chuỗi ngày,other
chuối,noun
chuôm,verb
chuồn,noun
chuồn chuồn,noun
chuông,noun
chuông cáo phó,other
chuồng,noun
chuồng trại,noun
chuồng xí,noun
chuộng,verb
chuốt,verb
chuột,noun
chuột rút,other
chụp,verb
chụp ảnh,other
chụp lấy,other
chút,other
chút đỉnh,other
chùy,other
chuyên,other
chuyên cần,adjective
chuyên chính,other
chuyên gia,noun
chuyên trách,other
chuyền,verb
chuyển,verb
chuyển dịch,"verb,noun"
chuyển động,"noun,verb"
chuyển hướng,other
chuyển tiếp,other
chuyến,noun
chuyến bay,noun
chuyến trước,other
chuyện,noun
chuyện phiếm,other
chuyện tình,other
chư hầu,other
chư tướng,other
chừ,other
chữ,noun
chữ cái,noun
chữ hán,other
chữ ký,noun
chữ tắt,other
chữ trinh,other
chứ,other
chưa,other
chưa bao giờ,other
chừa,verb
chửa,verb
chửa hoang,noun
chữa,verb
chữa bịnh,other
chứa,verb
chứa chan,other
chứa đựng,verb
chức,noun
chức nghiệp,noun
chức quyền,noun
chức vụ,noun
chực,other
chực sẵn,other
chửi,verb
chửi thề,other
chưng,other
chưng bày,"verb,noun"
chưng hửng,other
chừng,other
chừng mực,other
chững chạc,adjective
chứng,noun
chứng bịnh,other
chứng chỉ,noun
chứng kiến,verb
chứng minh,"verb,noun"
chứng nhân,noun
chứng nhận,noun
chứng thư,noun
chước,other
chương,noun
chương trình,noun
chường,other
chưởng ấn,noun
chưởng khế,noun
chưởng lý,noun
chướng,noun
chướng ngại,noun
chướng tai,other
co,other
co bóp,other
co giãn,"noun,adjective"
co rút,noun
cò,noun
cò mồi,noun
cỏ,noun
cỏ khô,noun
có,other
có ăn,other
có chồng,other
có chửa,other
có hiếu,other
có ích,other
có lẽ,other
có lý,other
có nghĩa,other
có thể,other
có vẻ,other
cọ,noun
cọ xát,"verb,noun"
cóc,noun
cọc,noun
cọc cằn,noun
cọc chèo,noun
coi,other
coi chừng,other
coi rẻ,other
còi,noun
còi xương,noun
cõi,noun
cõi đời,other
cõi trên,other
cói,other
còm,adjective
con,noun
con bạc,noun
con bịnh,other
con cờ,noun
con điếm,noun
con đỡ đầu,other
con hoang,other
con ma,other
con ngươi,noun
con ở,other
con số,other
con thú,noun
con tin,noun
con vụ,other
còn,other
còn nữa,other
còn trinh,other
cỏn con,other
cong,other
cong queo,other
còng,other
còng cọc,noun
cõng,verb
cóng,other
cọng,noun
cóp,verb
cọp,noun
cót két,other
cọt kẹt,noun
cọt xê,other
cô,other
cô dâu,noun
cô đơn,other
cô hồn,other
cô lập,other
cô nhi,noun
cô quả,other
cô quạnh,other
cô thôn,other
cổ,noun
cổ điển,adjective
cổ động,"noun,verb"
cổ học,other
cổ hủ,noun
cổ mộ,noun
cổ nhân,noun
cổ phần,noun
cổ phiếu,noun
cổ tích,noun
cổ truyền,"adjective,noun"
cổ trướng,other
cổ võ,verb
cỗ,noun
cỗ quan tài,noun
cố,other
cố chấp,adjective
cố định,adjective
cố đô,noun
cố gắng,verb
cố hương,other
cố hữu,adjective
cố nhân,noun
cố quốc,other
cố sát,other
cố tri,other
cố vấn,noun
cốc,noun
cộc,adjective
cộc cằn,adjective
cộc lốc,adjective
côi cút,noun
cồi,noun
cỗi,noun
cối,noun
cối xay,noun
cội,noun
cồm cộm,adjective
cốm,noun
cộm,other
côn,noun
côn đồ,noun
côn trùng,noun
cồn,noun
cồn cát,noun
công,other
công an,other
công bố,"verb,noun"
công chính,other
công chúa,noun
công chúng,other
công danh,other
công dân,noun
công đoàn,noun
công giáo,other
công hàm,other
công ích,noun
công khai,other
công luân,other
công luận,noun
công lực,noun
công lý,other
công nghệ,noun
công nghiệp,noun
công nhân,noun
công nhận,"verb,noun"
công pháp,noun
công quĩ,noun
công tác,noun
công thức,noun
công thương,other
công trái,other
công ty,other
công văn,noun
công xã,noun
công xuất,noun
công xưởng,noun
cồng,noun
cồng kềnh,adjective
cổng,noun
cống,noun
cống hiến,verb
cộng,other
cộng hòa,other
cộng sản,other
cộng tác,"verb,noun"
cốt,noun
cốt nhục,noun
cốt truyện,noun
cột,noun
cột cờ,other
cột trụ,noun
cơ,other
cơ bản,adjective
cơ cực,adjective
cơ giới,noun
cơ hội,noun
cơ mưu,noun
cơ nghiệp,noun
cơ quan,noun
cơ sở,noun
cơ thể,noun
cờ,noun
cờ bạc,noun
cờ tướng,noun
cỡ,noun
cớ,other
cơi,"verb,noun"
cởi,verb
cởi mở,adjective
cơm,noun
cơm đen,noun
cơm nước,other
cơn mưa,noun
cợt,verb
cu,other
cu li,noun
cù,other
cù lao,noun
củ,noun
củ soát,other
củ vấn,noun
cũ,adjective
cú,noun
cú pháp,noun
cú vọ,noun
cụ,noun
cụ thể,adjective
cua,noun
của,other
của cải,noun
của hối lộ,other
của lạ,other
cúc,noun
cúc dục,noun
cục,noun
cục diện,noun
cục mịch,"noun,adjective"
cục tẩy,noun
cùi,noun
cùi chỏ,noun
củi,noun
cũi,noun
cúi,verb
cùm,noun
cúm,noun
cúm núm,other
cụm,noun
cun cút,noun
cùn,adjective
cung,other
cung cầu,other
cung khai,other
cung nữ,noun
cung phi,other
cùng,other
cùng khổ,other
cùng tận,other
củng,other
củng cố,verb
cũng,other
cúng,verb
cuộc,noun
cuộc đời,other
cuồi,noun
cuối,adjective
cuối cùng,other
cuội,noun
cuỗm,verb
cuồn cuộn,adjective
cuốn,"noun,adjective"
cuốn gói,other
cuộn,"noun,verb"
cuồng,adjective
cuồng nhiệt,adjective
cuồng tín,"noun,adjective"
cuống,noun
cuống cuồng,other
cúp,noun
cụp,verb
cút,verb
cụt,adjective
cụt hứng,other
cư,other
cư dân,noun
cư xử,other
cử,verb
cử hành,verb
cử nhân,noun
cử tri,noun
cữ,other
cứ,other
cứ điểm,noun
cự,adjective
cự tuyệt,verb
cưa,"verb,noun"
cửa,noun
cửa ải,noun
cửa hàng,noun
cửa mình,other
cửa sổ,noun
cứa,verb
cựa,noun
cực,adjective
cực điểm,noun
cực hình,other
cưng,"adjective,noun"
cứng,adjective
cứng cỏi,adjective
cước,noun
cước phí,noun
cười,verb
cười chê,other
cười gượng,other
cười ngạo,other
cười tình,other
cưới,verb
cườm,noun
cương,"noun,adjective"
cương lĩnh,noun
cương quyết,adjective
cương trực,adjective
cường,other
cường đạo,noun
cường độ,noun
cường quốc,noun
cường tráng,adjective
cưỡng,other
cưỡng bức,"verb,noun"
cưỡng dâm,"verb,noun"
cưỡng đoạt,"verb,noun"
cướp,verb
cướp biển,noun
cứt,noun
cứt đái,noun
cứt ráy,noun
cứt xu,noun
cưu,noun
cưu mang,"verb,noun"
cừu,noun
cừu địch,noun
cừu hận,noun
cửu,noun
cửu chương,noun
cửu tuyền,other
cứu,verb
cứu cánh,noun
cứu tinh,noun
cứu trợ,noun
cứu xét,other
cựu,adjective
cựu chiến binh,other
cựu kháng chiến,other
cựu thời,other
cựu trào,other
cựu truyền,adjective
da,other
da bọc qui đầu,other
da cam,"noun,adjective"
da che mắt ngựa,other
da dẻ,"noun,adjective"
da diết,adjective
da láng,other
da liễu,noun
da mồi,other
da người,other
da thịt,other
da thuộc,other
dã,verb
dã cầm,other
dã chiến,noun
dã dượi,adjective
dã man,"noun,adjective"
dã nhân,noun
dã tâm,noun
dã thú,noun
dã tràng,noun
dạ,other
dạ dày,noun
dạ hội,noun
dạ quang,other
dạ vũ,other
dạ yến,other
dai,other
dai dẳng,adjective
dài,adjective
dài dòng,"adjective, noun"
dải,noun
dải đất,noun
dãi,other
dái,other
dại,adjective
dại dột,adjective
dám,verb
dạm,verb
dạm bán,other
dạm vợ,other
dan díu,noun
dàn,noun
dàn cảnh,noun
dàn hòa,noun
dàn xếp,noun
dán,"verb,noun"
dạn,other
dạn mặt,other
dang,other
dang dở,adjective
dáng,adjective
dáng điệu,other
dạng,noun
danh,noun
danh dự,other
danh hiệu,noun
danh lam,other
danh lợi,other
danh mục,noun
danh nghĩa,other
danh ngôn,noun
danh phẩm,noun
danh phận,other
danh sách,noun
danh thiếp,noun
danh từ,noun
danh vọng,noun
dành,verb
dành dành,"verb,noun"
dành giật,other
dành riêng,other
dao,"noun,verb"
dao cạo,noun
dao động,"noun,verb"
dao găm,noun
dao mổ,noun
dao xếp,other
dạo,verb
dạo ấy,other
dát,verb
dạt,other
day,"noun,verb"
dày,adjective
dày đặc,adjective
dãy,noun
dạy,verb
dạy bảo,verb
dạy tư,other
dăm,other
dằm,noun
dặm,noun
dặm trường,noun
dằn,verb
dằn lòng,other
dặn,verb
dặn bảo,other
dằng,other
dằng co,other
dằng dặc,adjective
dắt,verb
dắt díu,verb
dâm,adjective
dâm bụt,other
dâm dật,adjective
dâm đãng,adjective
dâm loạn,adjective
dâm ô,adjective
dâm phụ,noun
dâm thư,noun
dầm,verb
dầm dề,other
dân,noun
dân biểu,noun
dân ca,noun
dân chủ,other
dân chúng,other
dân công,noun
dân cư,noun
dân luật,noun
dân quân,noun
dân quê,other
dân quyền,noun
dân sinh,other
dân sự,other
dân tị nạn,other
dân tộc,other
dân vận,other
dần,other
dần dần,adverb
dẫn,verb
dẫn chứng,other
